SID,CB,block,trial,eye,loc,locrep,eyerep,tarimg,urban,resp,corr,RT
1,1,8,8,1,2,1,1,2,1,1,1,894.9560826
1,1,8,9,2,4,0,0,10,2,2,1,743.8552834
1,1,8,10,2,3,0,1,4,1,1,1,847.2686247
1,1,8,11,2,4,0,1,5,1,1,1,545.934893
1,1,8,12,1,4,1,0,4,1,1,1,591.9539437
1,1,8,13,1,4,1,1,6,2,2,1,564.8493832
1,1,8,14,2,1,0,0,7,2,2,1,562.4862341
1,1,8,15,2,1,1,1,2,1,2,0,480.9125455
1,1,8,16,2,3,0,1,8,2,2,1,1016.783456
1,1,8,17,1,2,0,0,9,2,2,1,1019.955481
1,1,8,18,2,2,1,0,1,1,1,1,839.4411542
1,1,8,19,1,3,0,0,3,1,1,1,1010.191261
1,1,8,20,1,3,1,1,7,2,2,1,782.7178813
1,1,8,21,1,3,1,1,5,1,1,1,827.4407426
1,1,8,22,2,1,0,0,4,1,1,1,911.0928867
1,1,8,23,1,1,1,0,2,1,1,1,687.0544248
1,1,8,24,1,1,1,1,8,2,2,1,687.9719845
1,1,8,25,1,2,0,1,3,1,1,1,1016.72671
1,1,8,26,2,2,1,0,10,2,2,1,572.7236615
1,1,8,27,2,4,0,1,5,1,1,1,826.2105968
1,1,8,28,2,4,1,1,1,1,1,1,1548.99054
1,1,8,29,1,3,0,0,4,1,2,0,739.4066255
1,1,8,30,1,3,1,1,5,1,1,1,769.0785576
1,1,8,31,2,3,1,0,6,2,2,1,758.6010003
1,1,8,32,1,2,0,0,3,1,1,1,1165.026098
1,1,8,33,1,1,0,1,9,2,2,1,634.9308128
1,1,8,34,2,1,1,0,8,2,2,1,437.6060988
1,1,8,35,1,1,1,0,2,1,1,1,640.620196
1,1,8,36,1,4,0,1,1,1,1,1,643.4985509
1,1,8,37,1,4,1,1,2,1,1,1,694.4872357
1,1,8,38,2,2,0,0,7,2,2,1,623.0740303
1,1,8,39,2,4,0,1,10,2,2,1,578.863489
1,1,8,40,2,4,1,1,9,2,2,1,488.2748243
1,1,8,41,1,4,1,0,6,2,2,1,641.2803133
1,1,8,42,2,2,0,0,5,1,1,1,828.0764942
1,1,8,43,2,2,1,1,8,2,2,1,559.555301
1,1,8,44,1,2,1,0,7,2,2,1,525.9720378
1,1,8,45,1,1,0,1,1,1,1,1,565.4174881
1,1,8,46,2,1,1,0,3,1,1,1,578.8208493
1,1,8,47,2,3,0,1,6,2,1,0,959.6982247
1,1,8,48,1,3,1,0,10,2,2,1,764.9681338
1,1,9,1,2,2,99,99,2,1,1,1,1415.652633
1,1,9,2,1,4,0,0,6,2,2,1,2459.616952
1,1,9,3,2,3,0,0,4,1,1,1,1261.687906
1,1,9,4,2,3,1,1,7,2,2,1,767.2652393
1,1,9,5,2,1,0,1,10,2,2,1,629.1282575
1,1,9,6,1,1,1,0,8,2,2,1,864.7445787
1,1,9,7,1,2,0,1,9,2,2,1,1161.336944
1,1,9,8,1,2,1,1,5,1,1,1,839.5408608
1,1,9,9,2,4,0,0,7,2,2,1,1617.379838
1,1,9,10,2,3,0,1,2,1,1,1,732.9670361
1,1,9,11,2,4,0,1,3,1,1,1,556.0572247
1,1,9,12,1,4,1,0,1,1,1,1,537.5329058
1,1,9,13,1,4,1,1,10,2,1,0,487.5198093
1,1,9,14,2,1,0,0,6,2,2,1,919.7773235
1,1,9,15,2,1,1,1,5,1,1,1,495.0218697
1,1,9,16,2,3,0,1,9,2,2,1,808.2614359
1,1,9,17,1,2,0,0,8,2,2,1,747.878504
1,1,9,18,2,2,1,0,2,1,1,1,978.7095364
1,1,9,19,1,3,0,0,4,1,1,1,1096.283498
1,1,9,20,1,3,1,1,6,2,2,1,897.2240132
1,1,9,21,1,3,1,1,3,1,1,1,746.2296532
1,1,9,22,2,1,0,0,5,1,1,1,1240.170778
1,1,9,23,1,1,1,0,3,1,1,1,1179.590997
1,1,9,24,1,1,1,1,7,2,2,1,624.3349535
1,1,9,25,1,2,0,1,2,1,1,1,755.5972908
1,1,9,26,2,2,1,0,8,2,2,1,768.9903926
1,1,9,27,2,4,0,1,4,1,1,1,919.0229496
1,1,9,28,2,4,1,1,1,1,1,1,694.7655175
1,1,9,29,1,3,0,0,5,1,1,1,887.2773708
1,1,9,30,1,3,1,1,1,1,1,1,744.185823
1,1,9,31,2,3,1,0,10,2,2,1,822.3774927
1,1,9,32,1,2,0,0,2,1,1,1,1146.182782
1,1,9,33,1,1,0,1,9,2,2,1,745.0075229
1,1,9,34,2,1,1,0,8,2,2,1,831.856058
1,1,9,35,1,1,1,0,4,1,1,1,843.0206629
1,1,9,36,1,4,0,1,3,1,1,1,1077.527706
1,1,9,37,1,4,1,1,1,1,1,1,782.7896958
1,1,9,38,2,2,0,0,7,2,2,1,467.0738084
1,1,9,39,2,4,0,1,6,2,2,1,532.3718728
1,1,9,40,2,4,1,1,9,2,2,1,1395.428808
1,1,9,41,1,4,1,0,10,2,2,1,696.453481
1,1,9,42,2,2,0,0,3,1,1,1,984.6182109
1,1,9,43,2,2,1,1,8,2,2,1,653.2364818
1,1,9,44,1,2,1,0,9,2,2,1,631.9396065
1,1,9,45,1,1,0,1,4,1,1,1,762.9329595
1,1,9,46,2,1,1,0,5,1,2,0,912.2916134
1,1,9,47,2,3,0,1,6,2,2,1,743.4147776
1,1,9,48,1,3,1,0,10,2,2,1,861.813325
1,1,10,1,2,2,99,99,2,1,1,1,994.471238
1,1,10,2,1,4,0,0,6,2,2,1,734.0423316
1,1,10,3,2,3,0,0,5,1,1,1,899.891092
1,1,10,4,2,3,1,1,9,2,2,1,795.9795366
1,1,10,5,2,1,0,1,8,2,2,1,615.8108173
1,1,10,6,1,1,1,0,6,2,1,0,610.7658418
1,1,10,7,1,2,0,1,10,2,2,1,821.4198579
1,1,10,8,1,2,1,1,3,1,1,1,712.3296368
1,1,10,9,2,4,0,0,6,2,2,1,639.9664907
1,1,10,10,2,3,0,1,4,1,1,1,698.006151
1,1,10,11,2,4,0,1,1,1,1,1,657.5886391
1,1,10,12,1,4,1,0,5,1,1,1,803.2074836
1,1,10,13,1,4,1,1,9,2,2,1,542.9520223
1,1,10,14,2,1,0,0,8,2,2,1,428.9017848
1,1,10,15,2,1,1,1,1,1,1,1,720.1090171
1,1,10,16,2,3,0,1,10,2,1,0,903.0579873
1,1,10,17,1,2,0,0,7,2,2,1,710.4538009
1,1,10,18,2,2,1,0,4,1,1,1,949.7926193
1,1,10,19,1,3,0,0,3,1,1,1,683.6134156
1,1,10,20,1,3,1,1,10,2,2,1,819.8152506
1,1,10,21,1,3,1,1,2,1,1,1,1102.380686
1,1,10,22,2,1,0,0,4,1,1,1,1054.451175
1,1,10,23,1,1,1,0,3,1,1,1,616.3317936
1,1,10,24,1,1,1,1,9,2,2,1,675.3502483
1,1,10,25,1,2,0,1,5,1,1,1,715.8280336
1,1,10,26,2,2,1,0,6,2,2,1,867.0820799
1,1,10,27,2,4,0,1,1,1,1,1,699.7418841
1,1,10,28,2,4,1,1,2,1,1,1,1395.449648
